movie_id,movie_title,release_date,poster_url,unknown,action,adventure,animation,childrens,comedy,crime,documentary,drama,fantasy,film_noir,horror,musical,mystery,romance,sci_fi,thriller,war,western,imdb_url_new
332,Kiss the Girls (1997),01-Jan-1997,https://m.media-amazon.com/images/M/MV5BZGMyYzdlYTUtNjcwNi00ZDE0LWEwNDEtN2EyMGE3OWM3Zjg0XkEyXkFqcGc@..jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0119468/?ref_=fn_ttl_ttl_1
333,"Game, The (1997)",01-Jan-1997,https://m.media-amazon.com/images/M/MV5BNGUzNzQwNmMtNzI3Mi00ZDIwLWJlM2ItMTA5N2Q2ZDMxMjJiXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,https://www.imdb.com/title/tt0119174/?ref_=fn_ttl_ttl_1
334,U Turn (1997),01-Jan-1997,https://m.media-amazon.com/images/M/MV5BNDdkNzFmMmItNTNkOS00MzJkLTg4MjItN2Q4ZDQ1ZWI3YWUxXkEyXkFqcGc@..jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,https://www.imdb.com/title/tt0120399/?ref_=fn_ttl_ttl_1
335,How to Be a Player (1997),01-Jan-1997,https://m.media-amazon.com/images/M/MV5BNGVlNGVkMDgtMmMzYy00OWM4LThjMjYtMDczMmYwYzMxZWVjXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0119326/?ref_=fn_ttl_ttl_1
336,Playing God (1997),01-Jan-1997,https://m.media-amazon.com/images/M/MV5BZjAwNWI1NTctYWUyMy00MDFjLTg5YTktNDQ5OGJkNDE0MjQ4XkEyXkFqcGc@..jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0119906/?ref_=fn_ttl_ttl_1
337,"House of Yes, The (1997)",01-Jan-1997,https://m.media-amazon.com/images/M/MV5BMjI5MjMxNzYxOF5BMl5BanBnXkFtZTgwNDQ4MzMzNzE@..jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0119324/?ref_=fn_ttl_ttl_1
338,Bean (1997),01-Jan-1997,https://m.media-amazon.com/images/M/MV5BYjJiMmNlNGItOGQyOC00ZDczLWEzODYtYmM2MTE1YTczYzA0XkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0118689/?ref_=fn_ttl_ttl_1
339,Mad City (1997),01-Jan-1997,https://m.media-amazon.com/images/M/MV5BODAyZWFhOTgtMjNmMS00N2ZiLTk4NTItZTE0YTFiZmVhYjRhXkEyXkFqcGc@..jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0119592/?ref_=fn_ttl_ttl_1
340,Boogie Nights (1997),01-Jan-1997,https://m.media-amazon.com/images/M/MV5BOTFmZmE4OTMtNDYxNi00MmZmLThlYjktMmExMzMwY2YzOTFiXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0118749/?ref_=fn_ttl_ttl_1
341,Critical Care (1997),01-Jan-1997,https://m.media-amazon.com/images/M/MV5BYzI4NjQ0OGQtNWQ4Ni00NGNjLTkyNDUtNDY2ZTcyM2U4OGRjXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0118901/?ref_=fn_ttl_ttl_1
342,"Man Who Knew Too Little, The (1997)",01-Jan-1997,https://m.media-amazon.com/images/M/MV5BMmM3YmJhZTktODY3OS00MWZlLWEyMDMtYjIxZjZiNjZiMTIxXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,https://www.imdb.com/title/tt0120483/?ref_=fn_ttl_ttl_1
343,Alien: Resurrection (1997),01-Jan-1997,https://m.media-amazon.com/images/M/MV5BNDMyNmU5ZGQtNzhiZi00NjRjLTk3NGUtMmQ5YWU4ODlkNTBhXkEyXkFqcGc@..jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,https://www.imdb.com/title/tt0118583/?ref_=fn_ttl_ttl_1
344,"Apostle, The (1997)",18-Dec-1997,https://m.media-amazon.com/images/M/MV5BZTM3OTg3ZTYtNzBhYS00YTQ0LWJjNDMtNmU5MGFiYTBkYTFmXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0118632/?ref_=fn_ttl_ttl_1
345,Deconstructing Harry (1997),01-Jan-1997,https://m.media-amazon.com/images/M/MV5BNDEyMzNhZTQtMmJkNC00ZWRkLWE1YjEtNzRkZGY5YWFiZmVjXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0118954/?ref_=fn_ttl_ttl_1
346,Jackie Brown (1997),01-Jan-1997,https://m.media-amazon.com/images/M/MV5BZmUxZjY3MDktNGI5NS00MTQ5LWE0YWItZWQzNmZhNjhkZDYyXkEyXkFqcGc@..jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0119396/?ref_=fn_ttl_ttl_1
347,Wag the Dog (1997),09-Jan-1998,https://m.media-amazon.com/images/M/MV5BNmEwNzk5ZTYtNGUzOC00ZThjLTk3NGYtMDQ5MzNiYzQ0ZTNkXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0120885/?ref_=fn_ttl_ttl_1
348,Desperate Measures (1998),30-Jan-1998,https://m.media-amazon.com/images/M/MV5BZTI4YzJiYTEtYmJmNS00YjNhLWI0MTktOWYxYjZjNWVkNzJmXkEyXkFqcGc@..jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0118966/?ref_=fn_ttl_ttl_1
349,Hard Rain (1998),16-Jan-1998,https://m.media-amazon.com/images/M/MV5BNmYzOGJiZGYtMzI2Zi00MzVmLWFiYmItNDA0ZDg4NDYzY2E0XkEyXkFqcGc@..jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0120696/?ref_=fn_ttl_ttl_1
350,Fallen (1998),16-Jan-1998,https://m.media-amazon.com/images/M/MV5BNWQ5Zjg2ZjMtYThjMC00YmU5LWIxNGYtM2Y3MTg5OGRiNDkwXkEyXkFqcGc@..jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,https://www.imdb.com/title/tt0119099/?ref_=fn_ttl_ttl_1
351,"Prophecy II, The (1998)",16-Jan-1998,https://m.media-amazon.com/images/M/MV5BMGE5NTBlN2ItMGIzYy00MWVjLTllZDQtODI0NzM5M2UyMWNhXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0233336/?ref_=fn_ttl_ttl_1
352,Spice World (1997),01-Jan-1997,https://m.media-amazon.com/images/M/MV5BZTllNGQ2MDktNWVmZC00OGU3LTk0NjctODcxMDFiYmIwYmU2XkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0120185/?ref_=fn_ttl_ttl_1
353,Deep Rising (1998),30-Jan-1998,https://m.media-amazon.com/images/M/MV5BNGY3MmNiZTgtMmY0OS00NmNjLWI0MjAtNDVjYTNlNWQwZGE1XkEyXkFqcGc@..jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,https://www.imdb.com/title/tt0118956/?ref_=fn_ttl_ttl_1
354,"Wedding Singer, The (1998)",13-Feb-1998,https://m.media-amazon.com/images/M/MV5BNjU5MGYxNGMtMWZjNC00ZGYxLWIzY2YtNWExNDFlNmQwYzU0XkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.imdb.com/title/tt0120888/?ref_=fn_ttl_ttl_1
355,Sphere (1998),13-Feb-1998,https://m.media-amazon.com/images/M/MV5BNmJiZDZiMGQtYzU3My00ZGEyLThiNDctMTA0MDFmYjAzNmUzXkEyXkFqcGc@..jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,https://www.imdb.com/title/tt0120184/?ref_=fn_ttl_ttl_1
356,"Client, The (1994)",01-Jan-1994,https://m.media-amazon.com/images/M/MV5BNWQzNGEyODctZGY4My00ZjA3LWI0OWUtMWQ3NzVkMzQyN2ZjXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,https://www.imdb.com/title/tt0109446/?ref_=fn_ttl_ttl_1
357,One Flew Over the Cuckoo's Nest (1975),01-Jan-1975,https://m.media-amazon.com/images/M/MV5BYjBkMjgzMzYtNzRiMS00NDc3LWE4YTUtZjYxYjZhNjNhYzhhXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0073486/?ref_=fn_ttl_ttl_1
358,Spawn (1997),01-Aug-1997,https://m.media-amazon.com/images/M/MV5BODhmNzA4ZjEtMTE2YS00ZTY2LThlMjEtZTdiZTM2NmY4MDJmXkEyXkFqcGc@..jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,https://www.imdb.com/title/tt0120177/?ref_=fn_ttl_ttl_1
359,"Assignment, The (1997)",01-Jan-1997,https://m.media-amazon.com/images/M/MV5BMTc2OTc0MjktY2I1Mi00YzMwLTk3OTItZWQ2OTE0NGQ2ZmU4XkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0118647/?ref_=fn_ttl_ttl_1
360,Wonderland (1997),01-Jan-1997,https://m.media-amazon.com/images/M/MV5BYjkwYTEzZDctY2YyNi00NTI1LTljZTktYzk4ZGRjMWY5YWJiXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0120529/?ref_=fn_ttl_ttl_1
361,Incognito (1997),01-Jan-1997,https://m.media-amazon.com/images/M/MV5BMTljMmZjYmQtM2NlMi00MThiLWI0NjgtNWEwZDVjODNjODg1XkEyXkFqcGc@..jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0119365/?ref_=fn_ttl_ttl_1
362,Blues Brothers 2000 (1998),06-Feb-1998,https://m.media-amazon.com/images/M/MV5BMTkxZmMxODMtODBkYy00MTg0LWI2MjctMTQzNmRiMDY0OTZkXkEyXkFqcGc@..jpg,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0118747/?ref_=fn_ttl_ttl_1
363,Sudden Death (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BZmUwYmQ1MGYtNDk4MC00YjkyLTg2YTktZmE3NmZkZDY2MGE1XkEyXkFqcGc@..jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0114576/?ref_=fn_ttl_ttl_1
364,Ace Ventura: When Nature Calls (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BMjk3ZDUwYTMtYmQyYy00NTg1LWExOTItNTcxODM3NDZiNjMyXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0112281/?ref_=fn_ttl_ttl_1
365,Powder (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BYzBmZjgyNWQtOWYzNS00NTg2LWJjZDktYzE4YTMzMjNiZWVkXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0114168/?ref_=fn_ttl_ttl_1
366,Dangerous Minds (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BODc5ZDI2ZDYtYjZiMy00MzZjLWEwNWUtNTljNDEwYWQ3YjQ5XkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0112792/?ref_=fn_ttl_ttl_1
367,Clueless (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BMTgwYjQ1NDktOTcwNi00MWZhLTliYWQtZDg5NjZhY2U5ZTNlXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0112697/?ref_=fn_ttl_ttl_1
368,Bio-Dome (1996),01-Jan-1996,https://m.media-amazon.com/images/M/MV5BNGMxNGI5YWEtNzI5Yi00ZmY0LTk2NWQtMjk3MTRlNGZmMmQ1XkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0115683/?ref_=fn_ttl_ttl_1
369,Black Sheep (1996),02-Feb-1996,https://m.media-amazon.com/images/M/MV5BOTYyMWE0MDUtMjkwZi00ZDNiLTg0MjUtZWQ5ZjMxNzA1N2ZjXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0115697/?ref_=fn_ttl_ttl_1
370,Mary Reilly (1996),23-Feb-1996,https://m.media-amazon.com/images/M/MV5BZmNhMzlkYTUtZWUyYS00MGZlLTkwMmMtYTA3MWNkMTA3MjdlXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0117002/?ref_=fn_ttl_ttl_1
371,"Bridges of Madison County, The (1995)",09-Feb-1996,https://m.media-amazon.com/images/M/MV5BODBlMjVmOGYtZjY0Mi00MDgzLWE3MDYtNDk5ZmE1OGNkMGZjXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,https://www.imdb.com/title/tt0112579/?ref_=fn_ttl_ttl_1
372,Jeffrey (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BODZjNzc1Y2MtZWE1NC00ZjU3LWJkZGMtMTExNGY3NzczMzYxXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0113464/?ref_=fn_ttl_ttl_1
373,Judge Dredd (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BZWM0MjExNzMtNGJkMy00MDNhLTlkOTctNDFiYzVjNTVmNGFjXkEyXkFqcGc@..jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://www.imdb.com/title/tt0113492/?ref_=fn_ttl_ttl_1
374,Mighty Morphin Power Rangers: The Movie (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BOTBkODkyNTYtOTkxNC00NDA5LThmODAtMTAzNzg0ODE3ZDEwXkEyXkFqcGc@..jpg,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0113820/?ref_=fn_ttl_ttl_1
375,Showgirls (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BNzcyMjExNjg3OF5BMl5BanBnXkFtZTgwOTY4Mjc1MDE@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0114436/?ref_=fn_ttl_ttl_1
376,Houseguest (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BMDgyNDBlODAtOTE3My00YTM4LTg0OGEtNmQzZDg2MjZkMGQxXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0110066/?ref_=fn_ttl_ttl_1
377,Heavyweights (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BYjVmZDg0OTAtN2QwZC00NmI0LTllY2QtOWFlOThlODdkZGIwXkEyXkFqcGc@..jpg,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0110006/?ref_=fn_ttl_ttl_1
378,Miracle on 34th Street (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BMzA2YjU3NjUtZDNiOS00ZjY2LThjOTYtYjQ1MGM4MTk4YzZjXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0110527/?ref_=fn_ttl_ttl_1
379,Tales From the Crypt Presents: Demon Knight (1995),01-Jan-1995,https://m.media-amazon.com/images/M/MV5BNjY0ZGJkYjYtOTI4Ni00MzJiLTg2OWItMmJmNWMxODIzOTM5XkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0114608/?ref_=fn_ttl_ttl_1
380,Star Trek: Generations (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BNDFjYmFmNmItODM5Ny00YzhlLWEzNjEtNTBlNjRiN2RlYTRhXkEyXkFqcGc@..jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://www.imdb.com/title/tt0111280/?ref_=fn_ttl_ttl_1
381,Muriel's Wedding (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BOGJkMmUwODMtZGU0Yi00YWRiLThlZGEtMTg2YTVkODcwZDQxXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.imdb.com/title/tt0110598/?ref_=fn_ttl_ttl_1
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",01-Jan-1994,https://m.media-amazon.com/images/M/MV5BMTc5MDU1NzcyN15BMl5BanBnXkFtZTcwMDA0ODYyNA@@..jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0109045/?ref_=fn_ttl_ttl_1
383,"Flintstones, The (1994)",01-Jan-1994,https://m.media-amazon.com/images/M/MV5BZmQwYjljNjUtYjA0NC00MTEyLWE0YmItNGViNGU5ZDEzMWRiXkEyXkFqcGc@..jpg,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0109813/?ref_=fn_ttl_ttl_1
384,Naked Gun 33 1/3: The Final Insult (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BM2ViYTFhMTktMjU0OC00ZWY3LWEzZDItMTExNDc2NDNjN2I3XkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0110622/?ref_=fn_ttl_ttl_1
385,True Lies (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BYjU1ZjNhMjMtOTMxZS00MDc1LTlkNzQtZTdjNGQyYjQ4YTA4XkEyXkFqcGc@..jpg,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.imdb.com/title/tt0111503/?ref_=fn_ttl_ttl_1
386,Addams Family Values (1993),01-Jan-1993,https://m.media-amazon.com/images/M/MV5BYWY3Y2ZkYjktZWYxMC00ZmZmLTgxNjYtYmMwYmU5OWJjMThjXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0106220/?ref_=fn_ttl_ttl_1
387,"Age of Innocence, The (1993)",01-Jan-1993,https://m.media-amazon.com/images/M/MV5BMzFkYjQzZjUtY2NjNi00ZDFkLWI4M2MtN2RjODQ0NDJkMWM0XkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0106226/?ref_=fn_ttl_ttl_1
388,Beverly Hills Cop III (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BMGY2ZWQ2MDUtMzcyYS00ZDJmLThiNTUtOGM5MzM0NWMyNDY0XkEyXkFqcGc@..jpg,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0109254/?ref_=fn_ttl_ttl_1
389,Black Beauty (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BY2JhNzY4MGItZGExOS00NjQ2LTljN2ItZjZjNTZmZGQ4NGQzXkEyXkFqcGc@..jpg,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0109279/?ref_=fn_ttl_ttl_1
390,Fear of a Black Hat (1993),01-Jan-1993,https://m.media-amazon.com/images/M/MV5BODBjODE0M2ItYmJmYy00NDhiLTljOTUtMGM2MDNhYjc5NTFmXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0106880/?ref_=fn_ttl_ttl_1
391,Last Action Hero (1993),01-Jan-1993,https://m.media-amazon.com/images/M/MV5BZGU2NWQyY2ItY2JiZS00ZDJhLWI0NDQtNjMyNWU3MDA1NTgzXkEyXkFqcGc@..jpg,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0107362/?ref_=fn_ttl_ttl_1
392,"Man Without a Face, The (1993)",01-Jan-1993,https://m.media-amazon.com/images/M/MV5BYWVlMjJkMDYtMjA4My00MzI3LWFlMzAtY2RlYTViMjM1MTE1XkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0107501/?ref_=fn_ttl_ttl_1
393,Mrs. Doubtfire (1993),01-Jan-1993,https://m.media-amazon.com/images/M/MV5BY2E2MDc5ZGEtOTNlZS00Mjg4LThlNzUtMDY2Zjc4ZTViNWY0XkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0107614/?ref_=fn_ttl_ttl_1
394,Radioland Murders (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BODQ2NTg0MzItMDk0Zi00YWRkLTgyYzEtOGNlODQ4NjcxMmMwXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,https://www.imdb.com/title/tt0110939/?ref_=fn_ttl_ttl_1
395,Robin Hood: Men in Tights (1993),01-Jan-1993,https://m.media-amazon.com/images/M/MV5BY2ZkMGU1OGUtZTJlOS00MmE5LWIxZjQtYWRlZDljMGJkMTZmXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0107977/?ref_=fn_ttl_ttl_1
396,Serial Mom (1994),01-Jan-1994,https://m.media-amazon.com/images/M/MV5BMGU3ZDYzNmItYjg5Ni00MjlmLWFmODgtYjIxNTgyNTgwZWNlXkEyXkFqcGc@..jpg,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0111127/?ref_=fn_ttl_ttl_1
397,Striking Distance (1993),01-Jan-1993,https://m.media-amazon.com/images/M/MV5BNGFkNzQyM2YtNWQyMi00NGY1LWJmOGYtMzg2ZGJmM2RlNGNiXkEyXkFqcGc@..jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0108238/?ref_=fn_ttl_ttl_1
398,Super Mario Bros. (1993),01-Jan-1993,https://m.media-amazon.com/images/M/MV5BYWUzYWIxMDUtYTdmYS00MjUxLWJjNDItYzcxOTY0N2M2YWE5XkEyXkFqcGc@..jpg,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://www.imdb.com/title/tt0108255/?ref_=fn_ttl_ttl_1
399,"Three Musketeers, The (1993)",01-Jan-1993,https://m.media-amazon.com/images/M/MV5BZGM2NThjMmEtY2I2OC00MDUzLTk4NGQtYjEwMmJkZmExMDJlXkEyXkFqcGc@..jpg,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0108333/?ref_=fn_ttl_ttl_1
400,"Little Rascals, The (1994)",01-Jan-1994,https://m.media-amazon.com/images/M/MV5BZTlhMjA5MGYtZDYyNS00MDQ4LWI0ZDAtZjJiODJjODI0N2I3XkEyXkFqcGc@..jpg,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0110366/?ref_=fn_ttl_ttl_1
401,"Brady Bunch Movie, The (1995)",01-Jan-1995,https://m.media-amazon.com/images/M/MV5BOTRjZTkxNWUtZDM1Mi00ZjE0LTk1N2ItNDc5MWY0ZTUwYmMyXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0112572/?ref_=fn_ttl_ttl_1
402,Ghost (1990),01-Jan-1990,https://m.media-amazon.com/images/M/MV5BZjkwOWM2MWMtMWE1YS00MTBlLTg1ODctYTI3M2I0NGIxMGYyXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,https://www.imdb.com/title/tt0099653/?ref_=fn_ttl_ttl_1
403,Batman (1989),01-Jan-1989,https://m.media-amazon.com/images/M/MV5BYzZmZWViM2EtNzhlMi00NzBlLWE0MWEtZDFjMjk3YjIyNTBhXkEyXkFqcGc@..jpg,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0096895/?ref_=fn_ttl_ttl_1
404,Pinocchio (1940),01-Jan-1940,https://m.media-amazon.com/images/M/MV5BZGU3MTE3NjYtMGU1Zi00NjBmLTg4MzItZjg0OGZmNjZiYjQwXkEyXkFqcGc@..jpg,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0032910/?ref_=fn_ttl_ttl_1
405,Mission: Impossible (1996),22-May-1996,https://m.media-amazon.com/images/M/MV5BOGZjNDlkMTYtMTJkZi00OTkzLWI4NDEtYTA2ODQyMjcwYTdlXkEyXkFqcGc@..jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://www.imdb.com/title/tt0117060/?ref_=fn_ttl_ttl_1
406,Thinner (1996),25-Oct-1996,https://m.media-amazon.com/images/M/MV5BNWFhY2U2NWUtOWMwZC00ODMxLTgwNGEtZmE4ZDZlMDJmNThlXkEyXkFqcGc@..jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0117894/?ref_=fn_ttl_ttl_1
407,Spy Hard (1996),24-May-1996,https://m.media-amazon.com/images/M/MV5BOTEzMTZiMDgtMzI2MS00MzU3LWI2M2QtZWMzOTM0MTM5ZDQyXkEyXkFqcGc@..jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0117723/?ref_=fn_ttl_ttl_1
